路由	仓库	路由定义	组件文件
/purchasePlan/search	scm-vue-all-plan	scm-vue-all-plan/src/router/index.js:135	scm-vue-all-plan/src/views/purchasePlanSearch/index.vue
/purchasePlanAuthorize/authorizeeSave	scm-vue-all-plan	scm-vue-all-plan/src/router/index.js:111	scm-vue-all-plan/src/views/purchasePlanAuthorize/authorizeeSave.vue
/	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:8	scm-vue-all-platform/src/views/Home.vue
/actionLog/list	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:177	scm-vue-all-platform/src/views/actionLog/index.vue
/calendar	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:224	scm-vue-all-platform/src/views/calendar/Calendar.vue
/cms/add	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:20	scm-vue-all-platform/src/views/cms/add.vue
/cms/detail	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:28	scm-vue-all-platform/src/views/cms/detail.vue
/cms/list	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:15	scm-vue-all-platform/src/views/cms/index.vue
/epec/list	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:138	scm-vue-all-platform/src/views/epec/index.vue
/imgs/add	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:43	scm-vue-all-platform/src/views/imgsMgt/add.vue
/imgs/detail	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:51	scm-vue-all-platform/src/views/imgsMgt/detail.vue
/imgs/list	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:38	scm-vue-all-platform/src/views/imgsMgt/index.vue
/log/detail	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:66	scm-vue-all-platform/src/views/log/detail.vue
/log/list	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:61	scm-vue-all-platform/src/views/log/index.vue
/mqConfig/add	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:215	scm-vue-all-platform/src/views/mqConfig/add.vue
/mqConfig/detail	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:206	scm-vue-all-platform/src/views/mqConfig/detail.vue
/mqConfig/list	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:200	scm-vue-all-platform/src/views/mqConfig/index.vue
/mqLog/detail	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:190	scm-vue-all-platform/src/views/mqLog/detail.vue
/mqLog/list	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:184	scm-vue-all-platform/src/views/mqLog/index.vue
/notice/add	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:82	scm-vue-all-platform/src/views/notice/add.vue
/notice/agreementMgt	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:76	scm-vue-all-platform/src/views/notice/list.vue
/notice/agreementSignList	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:100	scm-vue-all-platform/src/views/agreementSignList/list.vue
/notice/detail	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:91	scm-vue-all-platform/src/views/notice/detail.vue
/notice/viewAgreementSign	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:106	scm-vue-all-platform/src/views/agreementSignList/detail.vue
/statics/add	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:120	scm-vue-all-platform/src/views/statics/add.vue
/statics/detail	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:128	scm-vue-all-platform/src/views/statics/detail.vue
/statics/list	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:115	scm-vue-all-platform/src/views/statics/index.vue
/verifyCode/list	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:169	scm-vue-all-platform/src/views/verifyCode/index.vue
/xlsMsg/add	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:151	scm-vue-all-platform/src/views/xlsMgt/add.vue
/xlsMsg/detail	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:159	scm-vue-all-platform/src/views/xlsMgt/detail.vue
/xlsMsg/list	scm-vue-all-platform	scm-vue-all-platform/src/router/index.js:146	scm-vue-all-platform/src/views/xlsMgt/index.vue
/	scm-vue-all-portal	scm-vue-all-portal/src/router/index.js:8	scm-vue-all-portal/src/views/Home/index.vue
/	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:8	scm-vue-all-procurementscheme/src/views/Home.vue
/approveMgt/SupplierShortlistReview	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:374	scm-vue-all-procurementscheme/src/views/approveMgt/SupplierShortlistReview/index.vue
/approveMgt/SupplierShortlistReview/detail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:379	scm-vue-all-procurementscheme/src/views/approveMgt/SupplierShortlistReview/destail.vue
/approveMgt/applyCloseApproval	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:335	scm-vue-all-procurementscheme/src/views/approveMgt/applyTermination/index.vue
/approveMgt/applyCloseApproval/detail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:340	scm-vue-all-procurementscheme/src/views/approveMgt/applyTermination/detail.vue
/approveMgt/applyCloseApproval/purchaseDetail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:614	scm-vue-all-procurementscheme/src/views/approveMgt/applyTermination/purchaseDestail.vue
/approveMgt/applyTermination	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:388	scm-vue-all-procurementscheme/src/views/approveMgt/applyTermination/index.vue
/approveMgt/calibrationScheme	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:394	scm-vue-all-procurementscheme/src/views/approveMgt/calibrationScheme/index.vue
/approveMgt/calibrationScheme/detail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:399	scm-vue-all-procurementscheme/src/views/approveMgt/calibrationScheme/destail.vue
/approveMgt/clarifyNotice	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:360	scm-vue-all-procurementscheme/src/views/approveMgt/clarifyNotice/index.vue
/approveMgt/clarifyNotice/detail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:365	scm-vue-all-procurementscheme/src/views/approveMgt/clarifyNotice/destail.vue
/approveMgt/compulsoryDisclosureApproval	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:349	scm-vue-all-procurementscheme/src/views/approveMgt/compulsoryDisclosureApproval/index.vue
/approveMgt/compulsoryDisclosureApproval/detail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:354	scm-vue-all-procurementscheme/src/views/approveMgt/compulsoryDisclosureApproval/destail.vue
/approveMgt/dealPlanApprovalMgt	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:289	scm-vue-all-procurementscheme/src/views/approveMgt/dealPlanApprovalMgt/list.vue
/approveMgt/dealPlanApprovalMgt/planApproval/:dealResultId?	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:295	scm-vue-all-procurementscheme/src/views/approveMgt/dealPlanApprovalMgt/planApproval.vue
/approveMgt/dealPlanApprovalMgt/planApprovalDetail/:dealResultId?	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:301	scm-vue-all-procurementscheme/src/views/approveMgt/dealPlanApprovalMgt/planApprovalDetail.vue
/approveMgt/enrollManage	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:269	scm-vue-all-procurementscheme/src/views/approveMgt/enrollManage/enrollManage.vue
/approveMgt/enrollManage/detail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:274	scm-vue-all-procurementscheme/src/views/approveMgt/enrollManage/voucherForm.vue
/approveMgt/expertExtraction	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:408	scm-vue-all-procurementscheme/src/views/approveMgt/expertExtraction/list.vue
/approveMgt/expertExtraction/detail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:414	scm-vue-all-procurementscheme/src/views/approveMgt/expertExtraction/detail.vue
/approveMgt/extensionApproval	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:321	scm-vue-all-procurementscheme/src/views/approveMgt/extensionApproval/index.vue
/approveMgt/extensionApproval/destail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:326	scm-vue-all-procurementscheme/src/views/approveMgt/extensionApproval/destail.vue
/approveMgt/extensionApproval/purchaseDetail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:623	scm-vue-all-procurementscheme/src/views/approveMgt/extensionApproval/purchaseDestail.vue
/approveMgt/increasedListApprove	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:520	scm-vue-all-procurementscheme/src/views/supplier/approve/index.vue
/approveMgt/purchaseDetail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:599	scm-vue-all-procurementscheme/src/views/approveMgt/calibrationScheme/purchaseDestail.vue
/approveMgt/purchaseSchemeApproval	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:307	scm-vue-all-procurementscheme/src/views/approveMgt/purchaseSchemeApproval/index.vue
/approveMgt/purchaseSchemeApproval/destail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:312	scm-vue-all-procurementscheme/src/views/approveMgt/purchaseSchemeApproval/destail.vue
/approveMgt/responseManage	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:283	scm-vue-all-procurementscheme/src/views/approveMgt/responseManage/responseManage.vue
/bargainPlanMgt/bargainPlanMgtList	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:207	scm-vue-all-procurementscheme/src/views/bargainPlanMgt/bargainPlanMgtList/index.vue
/bargainPlanMgt/editBargainPlanMgt/:schemeId?	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:213	scm-vue-all-procurementscheme/src/views/bargainPlanMgt/bargainPlanMgtList/editBargainPlanMgt.vue
/bargainPlanMgt/viewBargainPlanMgt/:schemeId?	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:219	scm-vue-all-procurementscheme/src/views/bargainPlanMgt/bargainPlanMgtList/viewBargainPlanMgt.vue
/bidSup/task	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:551	scm-vue-all-procurementscheme/src/views/bidSup/index.vue
/biddingMgt/bidAnnouncement	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:674	scm-vue-all-procurementscheme/src/views/biddingMgt/bidAnnouncement.vue
/biddingMgt/bidderMaintenance	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:701	scm-vue-all-procurementscheme/src/views/biddingMgt/bidderMaintenance.vue
/biddingMgt/correctionAnnouncement	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:683	scm-vue-all-procurementscheme/src/views/biddingMgt/correctionAnnouncement.vue
/biddingMgt/detail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:710	scm-vue-all-procurementscheme/src/views/biddingMgt/detail.vue
/biddingMgt/winBidCandidateMgt	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:692	scm-vue-all-procurementscheme/src/views/biddingMgt/winBidCandidateMgt/index.vue
/businessManagementLedgerJC/coalPitDailyIndicator	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:719	scm-vue-all-procurementscheme/src/views/businessManagementLedgerJC/coalPitDailyIndicator/index.vue
/cebBiddingMgt/add	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:668	scm-vue-all-procurementscheme/src/views/biddingMgt/add.vue
/contentPublish/index	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:419	scm-vue-all-procurementscheme/src/views/ContentPublish/index.vue
/contract/enquiryChosenResult	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:432	scm-vue-all-procurementscheme/src/views/contract/enquiryChosenResult.vue
/contract/reviewResult	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:457	scm-vue-all-procurementscheme/src/views/contract/reviewResult.vue
/contract/standardPackageList	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:426	scm-vue-all-procurementscheme/src/views/contract/standardPackageList.vue
/contractPush	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:438	scm-vue-all-procurementscheme/src/views/contractPush/index.vue
/contractPush/detail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:443	scm-vue-all-procurementscheme/src/views/contractPush/detail.vue
/contractPushDelete	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:452	scm-vue-all-procurementscheme/src/views/contractPushDelete/index.vue
/dynamicChart/:module/:type	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:662	scm-vue-all-procurementscheme/src/views/dynamicChart/index.vue
/dynamicMultipleTabs/:module/:type	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:644	scm-vue-all-procurementscheme/src/views/dynamicMultipleTabs/index.vue
/dynamicPage/:module/:type	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:650	scm-vue-all-procurementscheme/src/views/dynamicPage/index.vue
/dynamicReportPage/:module/:type	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:656	scm-vue-all-procurementscheme/src/views/dynamicReportPage/index.vue
/evaluateTask/examine	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:19	scm-vue-all-procurementscheme/src/views/evaluateTask/taskPage/examine.vue
/evaluateTask/examineBusiness	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:24	scm-vue-all-procurementscheme/src/views/evaluateTask/taskPage/examineBusiness.vue
/expertManage/expertIndex	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:30	scm-vue-all-procurementscheme/src/views/expertManage/expertIndex.vue
/expertResult/expertResultIndex	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:36	scm-vue-all-procurementscheme/src/views/expertResult/expertResultIndex.vue
/expertResult/settingLeader	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:41	scm-vue-all-procurementscheme/src/views/expertResult/settingLeader.vue
/expertReviewMgt/ReviewMgt	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:227	scm-vue-all-procurementscheme/src/views/ReviewMgt/index.vue
/expertReviewMgt/ReviewMgt/prepareReviewResults	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:263	scm-vue-all-procurementscheme/src/views/ReviewMgt/prepareReviewResults.vue
/expertReviewMgt/ReviewMgt/sumScoreDetail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:251	scm-vue-all-procurementscheme/src/views/ReviewMgt/sumScoreDetail.vue
/expertReviewMgt/ReviewMgt/summaryScore	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:245	scm-vue-all-procurementscheme/src/views/ReviewMgt/summaryScore.vue
/expertReviewMgt/ReviewMgt/summaryScoreDetail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:257	scm-vue-all-procurementscheme/src/views/ReviewMgt/summaryScoreDetail.vue
/expertReviewMgt/ReviewMgt/summaryScoreList	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:239	scm-vue-all-procurementscheme/src/views/ReviewMgt/summaryScoreList.vue
/expertReviewMgt/ReviewMgtDetail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:233	scm-vue-all-procurementscheme/src/views/ReviewMgt/ReviewMgtDetail.vue
/expertReviewMgt/evaluateTask/taskIndex	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:14	scm-vue-all-procurementscheme/src/views/evaluateTask/taskIndex.vue
/marginLedger	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:632	scm-vue-all-procurementscheme/src/views/marginLedger/index.vue
/marginLedger/log	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:638	scm-vue-all-procurementscheme/src/views/marginLedger/log.vue
/procurementSchemeMgt/procurementMaintenanceScheme	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:69	scm-vue-all-procurementscheme/src/views/procurementSchemeMgt/procurementMaintenanceScheme/index.vue
/procurementSchemeMgt/procurementMaintenanceScheme/detail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:79	scm-vue-all-procurementscheme/src/views/procurementSchemeMgt/procurementMaintenanceScheme/details.vue
/procurementSchemeMgt/procurementMaintenanceScheme/maindetails	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:74	scm-vue-all-procurementscheme/src/views/procurementSchemeMgt/procurementMaintenanceScheme/maindetails.vue
/procurementSchemeMgt/procurementPlanPreparation	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:47	scm-vue-all-procurementscheme/src/views/procurementSchemeMgt/procurementPlanPreparation/index.vue
/procurementSchemeMgt/procurementPlanPreparation/createPurchase	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:60	scm-vue-all-procurementscheme/src/views/procurementSchemeMgt/procurementPlanPreparation/createPurchase.vue
/procurementSchemeMgt/procurementPlanPreparation/preparationDetails	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:52	scm-vue-all-procurementscheme/src/views/procurementSchemeMgt/procurementPlanPreparation/createPurchase.vue
/procurementSourcingMgt/dealPlan/dealPlanDetail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:200	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/components/dealPlanDetail.vue
/procurementSourcingMgt/procurementSourcingProcessMgt	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:89	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/index.vue
/procurementSourcingMgt/procurementSourcingProcessMgt/answerClarify	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:153	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/answerClarify.vue
/procurementSourcingMgt/procurementSourcingProcessMgt/bidDetail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:181	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/bidDetail.vue
/procurementSourcingMgt/procurementSourcingProcessMgt/consultations	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:158	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/consultations.vue
/procurementSourcingMgt/procurementSourcingProcessMgt/delayNotice	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:487	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/delayNotice.vue
/procurementSourcingMgt/procurementSourcingProcessMgt/detail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:163	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/detail.vue
/procurementSourcingMgt/procurementSourcingProcessMgt/noticeView	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:186	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/noticeView.vue
/procurementSourcingMgt/procurementSourcingProcessMgt/preparationBidScheme	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:191	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/preparationBidScheme.vue
/procurementSourcingMgt/procurementSourcingProcessMgt/prepareTransactionPlan	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:171	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/prepareTransactionPlan.vue
/procurementSourcingMgt/procurementSourcingProcessMgt/releaseNotice	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:145	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/releaseNotice.vue
/procurementSourcingMgt/procurementSourcingProcessMgt/scoreDetail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:176	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/scoreDetail.vue
/procurementSourcingProcessMgt/bidding	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:119	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/index.vue
/procurementSourcingProcessMgt/biddingManagement	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:94	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/index.vue
/procurementSourcingProcessMgt/biddingRoom	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:124	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/biddingRoom.vue
/procurementSourcingProcessMgt/candidateMaintain	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:129	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/candidate/maintain.vue
/procurementSourcingProcessMgt/competitiveConversation	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:109	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/index.vue
/procurementSourcingProcessMgt/competitiveNegotiation	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:104	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/index.vue
/procurementSourcingProcessMgt/enquiryManagement	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:99	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/index.vue
/procurementSourcingProcessMgt/publishNotice	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:137	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/candidate/publishNotice.vue
/procurementSourcingProcessMgt/singleOrigin	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:114	scm-vue-all-procurementscheme/src/views/procurementSourcingMgt/procurementSourcingProcessMgt/index.vue
/purchase/prequalification	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:560	scm-vue-all-procurementscheme/src/views/prequalification/index.vue
/purchase/prequalificationInfo/detail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:566	scm-vue-all-procurementscheme/src/views/prequalification/procurementMaintenanceScheme/details.vue
/purchase/prequalificationManage	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:575	scm-vue-all-procurementscheme/src/views/prequalification/manage/index.vue
/purchase/prequalificationManageDetail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:590	scm-vue-all-procurementscheme/src/views/prequalification/manage/detail.vue
/purchase/prequalificationManageInfo/preparation	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:581	scm-vue-all-procurementscheme/src/views/prequalification/manage/preparationPreScheme.vue
/queryLedgerOfProcurementPlan	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:725	scm-vue-all-procurementscheme/src/views/queryLedgerOfProcurementPlan/index.vue
/reportForms/:purchaseRepot	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:463	scm-vue-all-procurementscheme/src/views/reportForms/index.vue
/reportFormsNext/:purchaseRepot	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:469	scm-vue-all-procurementscheme/src/views/reportForms/showTable.vue
/reviewTemplate	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:529	scm-vue-all-procurementscheme/src/views/reviewTemplate/index.vue
/reviewTemplate/add	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:534	scm-vue-all-procurementscheme/src/views/reviewTemplate/add.vue
/reviewTemplate/detail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:542	scm-vue-all-procurementscheme/src/views/reviewTemplate/detail.vue
/supplier/increasedList	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:496	scm-vue-all-procurementscheme/src/views/supplier/index.vue
/supplier/increasedListAdd	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:502	scm-vue-all-procurementscheme/src/views/supplier/increasedListAdd.vue
/supplier/increasedListDetail	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:511	scm-vue-all-procurementscheme/src/views/supplier/detail/index.vue
/supplierReportForms/:purchaseRepot	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:475	scm-vue-all-procurementscheme/src/views/supplierReportForms/index.vue
/supplierReportFormsNext/:purchaseRepot	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:481	scm-vue-all-procurementscheme/src/views/supplierReportForms/showTable.vue
/suppliter/directory	scm-vue-all-procurementscheme	scm-vue-all-procurementscheme/src/router/index.js:608	scm-vue-all-procurementscheme/src/views/suppliterEnter/directory/index.vue
/	scm-vue-all-productmgt	scm-vue-all-productmgt/src/router/index.js:8	scm-vue-all-productmgt/src/views/Home.vue
/OADemandList	scm-vue-all-productmgt	scm-vue-all-productmgt/src/router/index.js:384	scm-vue-all-productmgt/src/views/OADemandList/index.vue
/OADemandListSearch	scm-vue-all-productmgt	scm-vue-all-productmgt/src/router/index.js:390	scm-vue-all-productmgt/src/views/OADemandList/search.vue
/ProductPriceAdjustApproval	scm-vue-all-productmgt	scm-vue-all-productmgt/src/router/index.js:408	scm-vue-all-productmgt/src/views/ProductPriceAdjustApproval/index.vue
/ProductPriceAdjustMgt	scm-vue-all-productmgt	scm-vue-all-productmgt/src/router/index.js:402	scm-vue-all-productmgt/src/views/ProductPriceAdjustMgt/index.vue
/ProductReviewMgt/productOffShelfCheck	scm-vue-all-productmgt	scm-vue-all-productmgt/src/router/index.js:220	scm-vue-all-productmgt/src/views/ProductReviewMgt/productOffShelfCheck/index.vue
/ProductReviewMgt/productOnShelfCheck	scm-vue-all-productmgt	scm-vue-all-productmgt/src/router/index.js:192	scm-vue-all-productmgt/src/views/ProductReviewMgt/productOnShelfCheck/index.vue
/ProductReviewMgt/productOnShelfCheck/detail	scm-vue-all-productmgt	scm-vue-all-productmgt/src/router/index.js:197	scm-vue-all-productmgt/src/views/ProductReviewMgt/productOnShelfCheck/detail.vue
/associatedMaterialCode	scm-vue-all-productmgt	scm-vue-all-productmgt/src/router/index.js:292	scm-vue-all-productmgt/src/views/associatedMaterialCode/index.vue
/associatedMaterialCode/query	scm-vue-all-productmgt	scm-vue-all-productmgt/src/router/index.js:298	scm-vue-all-productmgt/src/views/associatedMaterialCode/query.vue
/channelMessageMgt	scm-vue-all-productmgt	scm-vue-all-productmgt/src/router/index.js:260	scm-vue-all-productmgt/src/views/channelMessageMgt/index.vue
/channelMessageMgt/add	scm-vue-all-productmgt	scm-vue-all-productmgt/src/router/index.js:265	scm-vue-all-productmgt/src/views/channelMessageMgt/add.vue
